episode,avg_sinr,avg_ber,total_reward
1,22.400000000000006,0.0018489318582414651,2218.151068141759
2,2.5,0.2676307142594952,-17.630714259495093
3,5.600000000000001,0.12329848197080319,416.70151802919685
4,22.400000000000006,0.0018489318582414651,2218.151068141759
5,2.5,0.2676307142594952,-17.630714259495093
6,22.400000000000006,0.0018489318582414651,2218.151068141759
7,22.400000000000006,0.0018489318582414651,2218.151068141759
8,22.400000000000006,0.0018489318582414651,2218.151068141759
9,22.400000000000006,0.0018489318582414651,2218.151068141759
10,5.600000000000001,0.12329848197080319,416.70151802919685
11,5.600000000000001,0.12329848197080319,416.70151802919685
12,5.600000000000001,0.12329848197080319,416.70151802919685
13,5.600000000000001,0.12329848197080319,416.70151802919685
14,22.400000000000006,0.0018489318582414651,2218.151068141759
15,22.400000000000006,0.0018489318582414651,2218.151068141759
16,2.5,0.2676307142594952,-17.630714259495093
17,22.400000000000006,0.0018489318582414651,2218.151068141759
18,22.400000000000006,0.0018489318582414651,2218.151068141759
19,2.5,0.2676307142594952,-17.630714259495093
20,2.5,0.2676307142594952,-17.630714259495093
21,5.600000000000001,0.12329848197080319,416.70151802919685
22,2.5,0.2676307142594952,-17.630714259495093
23,2.5,0.2676307142594952,-17.630714259495093
24,22.400000000000006,0.0018489318582414651,2218.151068141759
25,2.5,0.2676307142594952,-17.630714259495093
26,22.400000000000006,0.0018489318582414651,2218.151068141759
27,19.2,0.004114873524510011,1905.8851264754871
28,22.400000000000006,0.0018489318582414651,2218.151068141759
29,22.400000000000006,0.0018489318582414651,2218.151068141759
30,22.400000000000006,0.0018489318582414651,2218.151068141759
31,22.400000000000006,0.0018489318582414651,2218.151068141759
32,22.400000000000006,0.0018489318582414651,2218.151068141759
33,2.5,0.2676307142594952,-17.630714259495093
34,22.400000000000006,0.0018489318582414651,2218.151068141759
35,2.5,0.2676307142594952,-17.630714259495093
36,2.5,0.2676307142594952,-17.630714259495093
37,22.400000000000006,0.0018489318582414651,2218.151068141759
38,2.5,0.2676307142594952,-17.630714259495093
39,22.400000000000006,0.0018489318582414651,2218.151068141759
40,2.5,0.2676307142594952,-17.630714259495093
41,2.5,0.2676307142594952,-17.630714259495093
42,2.5,0.2676307142594952,-17.630714259495093
43,2.5,0.2676307142594952,-17.630714259495093
44,5.600000000000001,0.12329848197080319,416.70151802919685
45,22.400000000000006,0.0018489318582414651,2218.151068141759
46,2.5,0.2676307142594952,-17.630714259495093
47,2.5,0.2676307142594952,-17.630714259495093
48,22.400000000000006,0.0018489318582414651,2218.151068141759
49,2.5,0.2676307142594952,-17.630714259495093
50,22.400000000000006,0.0018489318582414651,2218.151068141759
51,22.400000000000006,0.0018489318582414651,2218.151068141759
52,22.400000000000006,0.0018489318582414651,2218.151068141759
53,22.400000000000006,0.0018489318582414651,2218.151068141759
54,2.5,0.2676307142594952,-17.630714259495093
55,22.400000000000006,0.0018489318582414651,2218.151068141759
56,5.600000000000001,0.12329848197080319,416.70151802919685
57,2.5,0.2676307142594952,-17.630714259495093
58,2.5,0.2676307142594952,-17.630714259495093
59,2.5,0.2676307142594952,-17.630714259495093
60,22.400000000000006,0.0018489318582414651,2218.151068141759
61,22.400000000000006,0.0018489318582414651,2218.151068141759
62,2.5,0.2676307142594952,-17.630714259495093
63,22.400000000000006,0.0018489318582414651,2218.151068141759
64,2.5,0.2676307142594952,-17.630714259495093
65,2.5,0.2676307142594952,-17.630714259495093
66,2.5,0.2676307142594952,-17.630714259495093
67,5.600000000000001,0.12329848197080319,416.70151802919685
68,2.5,0.2676307142594952,-17.630714259495093
69,19.2,0.004114873524510011,1905.8851264754871
70,22.400000000000006,0.0018489318582414651,2218.151068141759
71,22.400000000000006,0.0018489318582414651,2218.151068141759
72,2.5,0.2676307142594952,-17.630714259495093
73,5.600000000000001,0.12329848197080319,416.70151802919685
74,5.600000000000001,0.12329848197080319,416.70151802919685
75,22.400000000000006,0.0018489318582414651,2218.151068141759
76,2.5,0.2676307142594952,-17.630714259495093
77,22.400000000000006,0.0018489318582414651,2218.151068141759
78,22.400000000000006,0.0018489318582414651,2218.151068141759
79,22.400000000000006,0.0018489318582414651,2218.151068141759
80,22.400000000000006,0.0018489318582414651,2218.151068141759
81,2.5,0.2676307142594952,-17.630714259495093
82,2.5,0.2676307142594952,-17.630714259495093
83,2.5,0.2676307142594952,-17.630714259495093
84,5.600000000000001,0.12329848197080319,416.70151802919685
85,22.400000000000006,0.0018489318582414651,2218.151068141759
86,22.400000000000006,0.0018489318582414651,2218.151068141759
87,22.400000000000006,0.0018489318582414651,2218.151068141759
88,22.400000000000006,0.0018489318582414651,2218.151068141759
89,2.5,0.2676307142594952,-17.630714259495093
90,22.400000000000006,0.0018489318582414651,2218.151068141759
91,2.5,0.2676307142594952,-17.630714259495093
92,2.5,0.2676307142594952,-17.630714259495093
93,22.400000000000006,0.0018489318582414651,2218.151068141759
94,2.5,0.2676307142594952,-17.630714259495093
95,5.600000000000001,0.12329848197080319,416.70151802919685
96,2.5,0.2676307142594952,-17.630714259495093
97,4.8,0.150597105956101,319.40289404389927
98,2.5,0.2676307142594952,-17.630714259495093
99,2.5,0.2676307142594952,-17.630714259495093
100,5.600000000000001,0.12329848197080319,416.70151802919685
